genes	Symbol	Entrezid	Genename	logFC	unshrunk.logFC	logCPM	PValue	FDR	FC
ENSMUSG00000002324	Rec8	56739	REC8 meiotic recombination protein	6.21319926388374	6.2939927298628	1.94270498650845	6.58766819945908e-18	6.89640697089088e-14	74.1923876074003
ENSMUSG00000087006	Gm13889	620695	predicted gene 13889	-1.75165559472764	-1.75192504998191	4.69059464641438	9.72283514858435e-18	6.89640697089088e-14	-3.367447829394
ENSMUSG00000095463	Entpd4	67464	ectonucleoside triphosphate diphosphohydrolase 4	-1.06017055124014	-1.06027653250658	5.86738550585478	1.74204918205107e-17	8.23756989885884e-14	-2.08517801083321
ENSMUSG00000022066	Entpd4b	100862375	ectonucleoside triphosphate diphosphohydrolase 4B	-0.974319474870892	-0.974403834198008	6.07088332163937	8.4772982147823e-17	3.00647381187254e-13	-1.9647142147766
ENSMUSG00000038539	Atf5	107503	activating transcription factor 5	-1.27541662576765	-1.27564579134337	4.67848643583021	7.14790412633102e-16	2.02800335872264e-12	-2.42068713074502
ENSMUSG00000032802	Srxn1	76650	sulfiredoxin 1 homolog (S. cerevisiae)	-0.949792007364841	-0.949835332449446	6.58490207089338	4.76680423421872e-15	1.12703141444378e-11	-1.93159416079373
ENSMUSG00000021062	Rab15	104886	RAB15, member RAS oncogene family	-1.18790833836273	-1.188100348181	4.94507498777708	6.03009386188597e-15	1.22204159321021e-11	-2.27822200299853
ENSMUSG00000047963	Stbd1	52331	starch binding domain 1	-2.25415540018961	-2.25733513514978	2.05322745541363	1.6817017420518e-14	2.98207761409335e-11	-4.77054932233826
ENSMUSG00000026247	Ecel1	13599	endothelin converting enzyme-like 1	-3.34718492093025	-3.34831587837525	3.95528212362007	3.0191220773811e-14	4.7588073099698e-11	-10.1766083817754
ENSMUSG00000052684	Jun	16476	jun proto-oncogene	-2.74263501200512	-2.74337424519881	4.85152559087311	4.57694581859202e-14	6.2032447078271e-11	-6.69291648364625
ENSMUSG00000025432	Avil	11567	advillin	-2.67592513682098	-2.68247642827368	0.976979381654132	4.81007273270112e-14	6.2032447078271e-11	-6.39048371311142
ENSMUSG00000038591	Colec10	239447	collectin sub-family member 10	-3.7874265864173	-3.83032846819923	-0.661290089548558	2.55271570883996e-12	3.01773542046697e-09	-13.8079437409631
ENSMUSG00000004891	Nes	18008	nestin	-1.72687790332916	-1.72788220912052	2.92740959787741	1.0960620498285e-11	1.19605663375901e-08	-3.31010711490508
ENSMUSG00000042655	Fam159b	77803	family with sequence similarity 159, member B	5.00550626021476	5.06020387380023	1.0779883961197	1.84097073614898e-10	1.86542934735782e-07	32.1223661255045
ENSMUSG00000037447	Arid5a	214855	AT rich interactive domain 5A (MRF1-like)	-1.06578499813971	-1.06617730331731	3.48336261619576	5.57413655386091e-10	5.27164674353806e-07	-2.09330857925124
ENSMUSG00000096257	Ccer2	100504112	coiled-coil glutamate-rich protein 2	3.00606126185005	3.05574029018827	-0.825669131477116	6.00725645847311e-10	5.32618375749372e-07	8.03368147673072
ENSMUSG00000074037	Mc1r	17199	melanocortin 1 receptor	-1.46886045206513	-1.47021492419265	2.79202724588416	6.43846254825175e-10	5.37270762997055e-07	-2.76803167504056
ENSMUSG00000039116	Adgrg6	215798	adhesion G protein-coupled receptor G6	-2.84699952796807	-2.85711948310003	1.2128881785799	7.58137706044493e-10	5.90328773468969e-07	-7.19502414305892
ENSMUSG00000019718	L3hypdh	67217	L-3-hydroxyproline dehydratase (trans-)	1.47824661491095	1.47981584053943	2.47111659303609	7.90656047928269e-10	5.90328773468969e-07	2.78609917762664
ENSMUSG00000048349	Pou4f1	18996	POU domain, class 4, transcription factor 1	1.03445496579608	1.03487710299267	4.17917407905119	9.04462745400605e-10	6.41535425312649e-07	2.04833965984161
ENSMUSG00000050359	Sprr1a	20753	small proline-rich protein 1A	-2.53786409005111	-2.540356794495	2.43541055523685	2.63077243709364e-09	1.77714941869573e-06	-5.80728601499469
ENSMUSG00000041959	S100a10	20194	S100 calcium binding protein A10 (calpactin)	-1.0693682941482	-1.0697736602749	3.61474733624498	2.79262722743185e-09	1.80073681128855e-06	-2.09851429981008
ENSMUSG00000026547	Tagln2	21346	transgelin 2	-2.11488250200916	-2.1166963456621	2.75816637347868	3.10197540688116e-09	1.91324448356592e-06	-4.33154739178619
ENSMUSG00000020581	Agr2	23795	anterior gradient 2	-1.84840386743893	-1.85235282140786	1.78795755660059	3.58282464444717e-09	2.0632243976903e-06	-3.60101564488332
ENSMUSG00000026628	Atf3	11910	activating transcription factor 3	-1.40091534933581	-1.40119674001402	4.08502126807864	3.63602213042842e-09	2.0632243976903e-06	-2.64069073398044
