genes	Symbol	Entrezid	Genename	logFC	unshrunk.logFC	logCPM	PValue	FDR	FC
ENSMUSG00000087006	Gm13889	620695	predicted gene 13889	2.2677851708819	2.26822078878359	4.69059464641438	8.27235329122194e-21	1.17351603789274e-16	4.81583235461527
ENSMUSG00000026247	Ecel1	13599	endothelin converting enzyme-like 1	6.1998506727294	6.2088105396125	3.95528212362007	5.94943623889958e-20	4.21993512425148e-16	73.5090857110252
ENSMUSG00000020396	Nefh	380684	neurofilament, heavy polypeptide	-1.5249536193693	-1.52508146006783	6.17039877846345	5.26388317251179e-18	2.07980788874572e-14	-2.87777464209884
ENSMUSG00000046607	Hrk	12123	harakiri, BCL2 interacting protein (contains only BH3 domain)	3.52945742891934	3.53568864605075	2.47960654052226	6.85672264447637e-18	2.07980788874572e-14	11.5470900991916
ENSMUSG00000063632	Sox11	20666	SRY (sex determining region Y)-box 11	3.5363408303833	3.54813893474019	1.53363957552201	7.33049446195445e-18	2.07980788874572e-14	11.6023153354531
ENSMUSG00000050359	Sprr1a	20753	small proline-rich protein 1A	11.4405254191496	144269487.989846	2.43541055523685	3.02871133580377e-17	7.16088316828538e-14	2779.33769309709
ENSMUSG00000046480	Scn4b	399548	sodium channel, type IV, beta	-3.27306260683519	-3.2799750047223	2.49607984691837	5.81391376640262e-17	1.17823115271697e-13	-9.66696224310661
ENSMUSG00000038591	Colec10	239447	collectin sub-family member 10	7.33691304475659	7.9994023177868	-0.661290089548558	1.78048577279385e-16	3.1572463966067e-13	161.67054488912
ENSMUSG00000025432	Avil	11567	advillin	3.28380621990193	3.29431449831076	0.976979381654132	2.06540294134788e-16	3.25553401399566e-13	9.73921990765331
ENSMUSG00000023905	Tnfrsf12a	27279	tumor necrosis factor receptor superfamily, member 12a	2.4626663292098	2.46406954960002	3.37128347318976	2.89988274812057e-16	4.11377366648384e-13	5.51234555282135
ENSMUSG00000026628	Atf3	11910	activating transcription factor 3	2.5792504266884	2.58010463412033	4.08502126807864	7.68095125854387e-16	9.90563405033667e-13	5.97629111828883
ENSMUSG00000046275	Tusc5	237858	tumor suppressor candidate 5	-1.8165001614864	-1.816943770477	4.69968378451933	1.37549518013423e-15	1.62606455211534e-12	-3.52225695810516
